m_value,M_value,L_value,g_value,d_value,b_value,theta_cmd,theta_0,F_value,t0
,,,,,,,,-27387.1,0.625
,,,,,,,,-27387.1,0.6375
,,,,,,,,-24535.6,0.6375
,,,,,,,,-24535.6,0.65
,,,,,,,,-24535.6,0.675
,,,,,,,,-24535.6,0.6875
,,,,,,,,-21817.1,0.6875
,,,,,,,,-21817.1,0.7
,,,,,,,,-21817.1,0.725
,,,,,,,,-21817.1,0.7375
,,,,,,,,-19235.5,0.7375
,,,,,,,,-19235.5,0.75
,,,,,,,,-19235.5,0.775
,,,,,,,,-19235.5,0.7875
,,,,,,,,-16793.5,0.7875
,,,,,,,,-16793.5,0.8
,,,,,,,,-16793.5,0.825
,,,,,,,,-16793.5,0.8375
,,,,,,,,-14492.5,0.8375
,,,,,,,,-14492.5,0.85
,,,,,,,,-14492.5,0.875
,,,,,,,,-14492.5,0.8875
,,,,,,,,-12333,0.8875
,,,,,,,,-12333,0.9
,,,,,,,,-12333,0.925
,,,,,,,,-12333,0.9375
,,,,,,,,-10314.5,0.9375
,,,,,,,,-10314.5,0.95
,,,,,,,,-10314.5,0.975
,,,,,,,,-10314.5,0.9875
,,,,,,,,-8435.5,0.9875
,,,,,,,,-8435.5,1
,,,,,,,,-8435.5,1.025
,,,,,,,,-8435.5,1.0375
,,,,,,,,-6693.96,1.0375
,,,,,,,,-6693.96,1.05
,,,,,,,,-6693.96,1.075
,,,,,,,,-6693.96,1.0875
,,,,,,,,-5087.02,1.0875
,,,,,,,,-5087.02,1.1
,,,,,,,,-5087.02,1.125
,,,,,,,,-5087.02,1.1375
,,,,,,,,-3611.29,1.1375
,,,,,,,,-3611.29,1.15
,,,,,,,,-3611.29,1.175
,,,,,,,,-3611.29,1.1875
,,,,,,,,-2262.88,1.1875
,,,,,,,,-2262.88,1.2
,,,,,,,,-2262.88,1.225
,,,,,,,,-2262.88,1.2375
,,,,,,,,-1037.46,1.2375
,,,,,,,,-1037.46,1.25
,,,,,,,,-1037.46,1.275
,,,,,,,,-1037.46,1.2875
,,,,,,,,69.6395,1.2875
,,,,,,,,69.6395,1.3
,,,,,,,,69.6395,1.325
,,,,,,,,69.6395,1.3375
,,,,,,,,1063.37,1.3375
,,,,,,,,1063.37,1.35
,,,,,,,,1063.37,1.375
,,,,,,,,1063.37,1.3875
,,,,,,,,1948.92,1.3875
,,,,,,,,1948.92,1.4
,,,,,,,,1948.92,1.425
,,,,,,,,1948.92,1.4375
,,,,,,,,2731.64,1.4375
,,,,,,,,2731.64,1.45
,,,,,,,,2731.64,1.475
,,,,,,,,2731.64,1.4875
,,,,,,,,3417,1.4875
,,,,,,,,3417,1.5
,,,,,,,,3417,1.525
,,,,,,,,3417,1.5375
,,,,,,,,4010.53,1.5375
,,,,,,,,4010.53,1.55
,,,,,,,,4010.53,1.575
,,,,,,,,4010.53,1.5875
,,,,,,,,4517.79,1.5875
,,,,,,,,4517.79,1.6
,,,,,,,,4517.79,1.625
,,,,,,,,4517.79,1.6375
,,,,,,,,4944.34,1.6375
,,,,,,,,4944.34,1.65
,,,,,,,,4944.34,1.675
,,,,,,,,4944.34,1.6875
,,,,,,,,5295.68,1.6875
,,,,,,,,5295.68,1.7
,,,,,,,,5295.68,1.725
,,,,,,,,5295.68,1.7375
,,,,,,,,5577.23,1.7375
,,,,,,,,5577.23,1.75
,,,,,,,,5577.23,1.775
,,,,,,,,5577.23,1.7875
,,,,,,,,5794.32,1.7875
,,,,,,,,5794.32,1.8
,,,,,,,,5794.32,1.825
,,,,,,,,5794.32,1.8375
,,,,,,,,5952.15,1.8375
,,,,,,,,5952.15,1.85
,,,,,,,,5952.15,1.875
,,,,,,,,5952.15,1.8875
,,,,,,,,6055.75,1.8875
,,,,,,,,6055.75,1.9
,,,,,,,,6055.75,1.925
,,,,,,,,6055.75,1.9375
,,,,,,,,6110.01,1.9375
,,,,,,,,6110.01,1.95
,,,,,,,,6110.01,1.975
,,,,,,,,6110.01,1.9875
,,,,,,,,6119.62,1.9875
,,,,,,,,6119.62,2
,,,,,,,,6119.62,2.025
,,,,,,,,6119.62,2.0375
,,,,,,,,6089.09,2.0375
,,,,,,,,6089.09,2.05
,,,,,,,,6089.09,2.075
,,,,,,,,6089.09,2.0875
,,,,,,,,6022.73,2.0875
,,,,,,,,6022.73,2.1
,,,,,,,,6022.73,2.125
,,,,,,,,6022.73,2.1375
,,,,,,,,5924.63,2.1375
,,,,,,,,5924.63,2.15
,,,,,,,,5924.63,2.175
,,,,,,,,5924.63,2.1875
,,,,,,,,5798.66,2.1875
,,,,,,,,5798.66,2.2
,,,,,,,,5798.66,2.225
,,,,,,,,5798.66,2.2375
,,,,,,,,5648.5,2.2375
,,,,,,,,5648.5,2.25
,,,,,,,,5648.5,2.275
,,,,,,,,5648.5,2.2875
,,,,,,,,5477.59,2.2875
,,,,,,,,5477.59,2.3
,,,,,,,,5477.59,2.325
,,,,,,,,5477.59,2.3375
,,,,,,,,5289.15,2.3375
,,,,,,,,5289.15,2.35
,,,,,,,,5289.15,2.375
,,,,,,,,5289.15,2.3875
,,,,,,,,5086.2,2.3875
,,,,,,,,5086.2,2.4
,,,,,,,,5086.2,2.425
,,,,,,,,5086.2,2.4375
,,,,,,,,4871.53,2.4375
,,,,,,,,4871.53,2.45
,,,,,,,,4871.53,2.475
,,,,,,,,4871.53,2.4875
,,,,,,,,4647.73,2.4875
,,,,,,,,4647.73,2.5
,,,,,,,,4647.73,2.525
,,,,,,,,4647.73,2.5375
,,,,,,,,4417.17,2.5375
,,,,,,,,4417.17,2.55
,,,,,,,,4417.17,2.575
,,,,,,,,4417.17,2.5875
,,,,,,,,4182.04,2.5875
,,,,,,,,4182.04,2.6
,,,,,,,,4182.04,2.625
,,,,,,,,4182.04,2.6375
,,,,,,,,3944.32,2.6375
,,,,,,,,3944.32,2.65
,,,,,,,,3944.32,2.675
,,,,,,,,3944.32,2.6875
,,,,,,,,3705.81,2.6875
,,,,,,,,3705.81,2.7
,,,,,,,,3705.81,2.725
,,,,,,,,3705.81,2.7375
,,,,,,,,3468.13,2.7375
,,,,,,,,3468.13,2.75
,,,,,,,,3468.13,2.775
,,,,,,,,3468.13,2.7875
,,,,,,,,3232.74,2.7875
,,,,,,,,3232.74,2.8
,,,,,,,,3232.74,2.825
,,,,,,,,3232.74,2.8375
,,,,,,,,3000.91,2.8375
,,,,,,,,3000.91,2.85
,,,,,,,,3000.91,2.875
,,,,,,,,3000.91,2.8875
,,,,,,,,2773.78,2.8875
,,,,,,,,2773.78,2.9
,,,,,,,,2773.78,2.925
,,,,,,,,2773.78,2.9375
,,,,,,,,2552.34,2.9375
,,,,,,,,2552.34,2.95
,,,,,,,,2552.34,2.975
,,,,,,,,2552.34,2.9875
,,,,,,,,2337.43,2.9875
,,,,,,,,2337.43,3
,,,,,,,,2337.43,3.025
,,,,,,,,2337.43,3.0375
,,,,,,,,2129.78,3.0375
,,,,,,,,2129.78,3.05
,,,,,,,,2129.78,3.075
,,,,,,,,2129.78,3.0875
,,,,,,,,1929.97,3.0875
,,,,,,,,1929.97,3.1
,,,,,,,,1929.97,3.125
,,,,,,,,1929.97,3.1375
,,,,,,,,1738.51,3.1375
,,,,,,,,1738.51,3.15
,,,,,,,,1738.51,3.175
,,,,,,,,1738.51,3.1875
,,,,,,,,1555.76,3.1875
,,,,,,,,1555.76,3.2
,,,,,,,,1555.76,3.225
,,,,,,,,1555.76,3.2375
,,,,,,,,1382.03,3.2375
,,,,,,,,1382.03,3.25
,,,,,,,,1382.03,3.275
,,,,,,,,1382.03,3.2875
,,,,,,,,1217.5,3.2875
,,,,,,,,1217.5,3.3
,,,,,,,,1217.5,3.325
,,,,,,,,1217.5,3.3375
,,,,,,,,1062.3,3.3375
,,,,,,,,1062.3,3.35
,,,,,,,,1062.3,3.375
,,,,,,,,1062.3,3.3875
,,,,,,,,916.48,3.3875
,,,,,,,,916.48,3.4
,,,,,,,,916.48,3.425
,,,,,,,,916.48,3.4375
,,,,,,,,780.018,3.4375
,,,,,,,,780.018,3.45
,,,,,,,,780.018,3.475
,,,,,,,,780.018,3.4875
,,,,,,,,652.837,3.4875
,,,,,,,,652.837,3.5
,,,,,,,,652.837,3.525
,,,,,,,,652.837,3.5375
,,,,,,,,534.811,3.5375
,,,,,,,,534.811,3.55
,,,,,,,,534.811,3.575
,,,,,,,,534.811,3.5875
,,,,,,,,425.763,3.5875
,,,,,,,,425.763,3.6
,,,,,,,,425.763,3.625
,,,,,,,,425.763,3.6375
,,,,,,,,325.48,3.6375
,,,,,,,,325.48,3.65
,,,,,,,,325.48,3.675
,,,,,,,,325.48,3.6875
,,,,,,,,233.712,3.6875
,,,,,,,,233.712,3.7
,,,,,,,,233.712,3.725
,,,,,,,,233.712,3.7375
,,,,,,,,150.181,3.7375
,,,,,,,,150.181,3.75
,,,,,,,,150.181,3.775
,,,,,,,,150.181,3.7875
,,,,,,,,74.5827,3.7875
,,,,,,,,74.5827,3.8
,,,,,,,,74.5827,3.825
,,,,,,,,74.5827,3.8375
,,,,,,,,6.59396,3.8375
,,,,,,,,6.59396,3.85
,,,,,,,,6.59396,3.875
,,,,,,,,6.59396,3.8875
,,,,,,,,-54.1249,3.8875
,,,,,,,,-54.1249,3.9
,,,,,,,,-54.1249,3.925
,,,,,,,,-54.1249,3.9375
,,,,,,,,-107.926,3.9375
,,,,,,,,-107.926,3.95
,,,,,,,,-107.926,3.975
,,,,,,,,-107.926,3.9875
,,,,,,,,-155.169,3.9875
,,,,,,,,-155.169,4
,,,,,,,,-155.169,4.025
,,,,,,,,-155.169,4.0375
,,,,,,,,-196.22,4.0375
,,,,,,,,-196.22,4.05
,,,,,,,,-196.22,4.075
,,,,,,,,-196.22,4.0875
,,,,,,,,-231.449,4.0875
,,,,,,,,-231.449,4.1
,,,,,,,,-231.449,4.125
,,,,,,,,-231.449,4.1375
,,,,,,,,-261.222,4.1375
,,,,,,,,-261.222,4.15
,,,,,,,,-261.222,4.175
,,,,,,,,-261.222,4.1875
,,,,,,,,-285.907,4.1875
,,,,,,,,-285.907,4.2
,,,,,,,,-285.907,4.225
,,,,,,,,-285.907,4.2375
,,,,,,,,-305.865,4.2375
,,,,,,,,-305.865,4.25
,,,,,,,,-305.865,4.275
,,,,,,,,-305.865,4.2875
,,,,,,,,-321.449,4.2875
,,,,,,,,-321.449,4.3
,,,,,,,,-321.449,4.325
,,,,,,,,-321.449,4.3375
,,,,,,,,-333.008,4.3375
,,,,,,,,-333.008,4.35
,,,,,,,,-333.008,4.375
,,,,,,,,-333.008,4.3875
,,,,,,,,-340.878,4.3875
,,,,,,,,-340.878,4.4
,,,,,,,,-340.878,4.425
,,,,,,,,-340.878,4.4375
,,,,,,,,-345.387,4.4375
,,,,,,,,-345.387,4.45
,,,,,,,,-345.387,4.475
,,,,,,,,-345.387,4.4875
,,,,,,,,-346.848,4.4875
,,,,,,,,-346.848,4.5
,,,,,,,,-346.848,4.525
,,,,,,,,-346.848,4.5375
,,,,,,,,-345.565,4.5375
,,,,,,,,-345.565,4.55
,,,,,,,,-345.565,4.575
,,,,,,,,-345.565,4.5875
,,,,,,,,-341.827,4.5875
,,,,,,,,-341.827,4.6
,,,,,,,,-341.827,4.625
,,,,,,,,-341.827,4.6375
,,,,,,,,-335.908,4.6375
,,,,,,,,-335.908,4.65
,,,,,,,,-335.908,4.675
,,,,,,,,-335.908,4.6875
,,,,,,,,-328.071,4.6875
,,,,,,,,-328.071,4.7
,,,,,,,,-328.071,4.725
,,,,,,,,-328.071,4.7375
,,,,,,,,-318.562,4.7375
,,,,,,,,-318.562,4.75
,,,,,,,,-318.562,4.775
,,,,,,,,-318.562,4.7875
,,,,,,,,-307.614,4.7875
,,,,,,,,-307.614,4.8
,,,,,,,,-307.614,4.825
,,,,,,,,-307.614,4.8375
,,,,,,,,-295.445,4.8375
,,,,,,,,-295.445,4.85
,,,,,,,,-295.445,4.875
,,,,,,,,-295.445,4.8875
,,,,,,,,-282.258,4.8875
,,,,,,,,-282.258,4.9
,,,,,,,,-282.258,4.925
,,,,,,,,-282.258,4.9375
,,,,,,,,-268.243,4.9375
,,,,,,,,-268.243,4.95
,,,,,,,,-268.243,4.975
,,,,,,,,-268.243,4.9875
,,,,,,,,-253.574,4.9875
,,,,,,,,-253.574,5
,,,,,,,,-253.574,5.025
,,,,,,,,-253.574,5.0375
,,,,,,,,-238.414,5.0375
,,,,,,,,-238.414,5.05
,,,,,,,,-238.414,5.075
,,,,,,,,-238.414,5.0875
,,,,,,,,-222.911,5.0875
,,,,,,,,-222.911,5.1
,,,,,,,,-222.911,5.125
,,,,,,,,-222.911,5.1375
,,,,,,,,-207.201,5.1375
,,,,,,,,-207.201,5.15
,,,,,,,,-207.201,5.175
,,,,,,,,-207.201,5.1875
,,,,,,,,-191.404,5.1875
,,,,,,,,-191.404,5.2
,,,,,,,,-191.404,5.225
,,,,,,,,-191.404,5.2375
,,,,,,,,-175.634,5.2375
,,,,,,,,-175.634,5.25
,,,,,,,,-175.634,5.275
,,,,,,,,-175.634,5.2875
,,,,,,,,-159.988,5.2875
,,,,,,,,-159.988,5.3
,,,,,,,,-159.988,5.325
,,,,,,,,-159.988,5.3375
,,,,,,,,-144.556,5.3375
,,,,,,,,-144.556,5.35
,,,,,,,,-144.556,5.375
,,,,,,,,-144.556,5.3875
,,,,,,,,-129.414,5.3875
,,,,,,,,-129.414,5.4
,,,,,,,,-129.414,5.425
,,,,,,,,-129.414,5.4375
,,,,,,,,-114.632,5.4375
,,,,,,,,-114.632,5.45
,,,,,,,,-114.632,5.475
,,,,,,,,-114.632,5.4875
,,,,,,,,-100.267,5.4875
,,,,,,,,-100.267,5.5
,,,,,,,,-100.267,5.525
,,,,,,,,-100.267,5.5375
,,,,,,,,-86.3708,5.5375
,,,,,,,,-86.3708,5.55
,,,,,,,,-86.3708,5.575
,,,,,,,,-86.3708,5.5875
,,,,,,,,-72.9841,5.5875
,,,,,,,,-72.9841,5.6
,,,,,,,,-72.9841,5.625
,,,,,,,,-72.9841,5.6375
,,,,,,,,-60.1414,5.6375
,,,,,,,,-60.1414,5.65
,,,,,,,,-60.1414,5.675
,,,,,,,,-60.1414,5.6875
,,,,,,,,-47.8702,5.6875
,,,,,,,,-47.8702,5.7
,,,,,,,,-47.8702,5.725
,,,,,,,,-47.8702,5.7375
,,,,,,,,-36.1913,5.7375
,,,,,,,,-36.1913,5.75
,,,,,,,,-36.1913,5.775
,,,,,,,,-36.1913,5.7875
,,,,,,,,-25.1195,5.7875
,,,,,,,,-25.1195,5.8
,,,,,,,,-25.1195,5.825
,,,,,,,,-25.1195,5.8375
,,,,,,,,-14.6643,5.8375
,,,,,,,,-14.6643,5.85
,,,,,,,,-14.6643,5.875
,,,,,,,,-14.6643,5.8875
,,,,,,,,-4.83011,5.8875
,,,,,,,,-4.83011,5.9
,,,,,,,,-4.83011,5.925
,,,,,,,,-4.83011,5.9375
,,,,,,,,4.38304,5.9375
,,,,,,,,4.38304,5.95
,,,,,,,,4.38304,5.975
,,,,,,,,4.38304,5.9875
,,,,,,,,12.9791,5.9875
,,,,,,,,12.9791,6
,,,,,,,,12.9791,6.025
,,,,,,,,12.9791,6.0375
,,,,,,,,20.9658,6.0375
,,,,,,,,20.9658,6.05
,,,,,,,,20.9658,6.075
,,,,,,,,20.9658,6.0875
,,,,,,,,28.3537,6.0875
,,,,,,,,28.3537,6.1
,,,,,,,,28.3537,6.125
,,,,,,,,28.3537,6.1375
,,,,,,,,35.1563,6.1375
,,,,,,,,35.1563,6.15
,,,,,,,,35.1563,6.175
,,,,,,,,35.1563,6.1875
,,,,,,,,41.3897,6.1875
,,,,,,,,41.3897,6.2
,,,,,,,,41.3897,6.225
,,,,,,,,41.3897,6.2375
,,,,,,,,47.0716,6.2375
,,,,,,,,47.0716,6.25
,,,,,,,,47.0716,6.275
,,,,,,,,47.0716,6.2875
,,,,,,,,52.2219,6.2875
,,,,,,,,52.2219,6.3
,,,,,,,,52.2219,6.325
,,,,,,,,52.2219,6.3375
,,,,,,,,56.8615,6.3375
,,,,,,,,56.8615,6.35
,,,,,,,,56.8615,6.375
,,,,,,,,56.8615,6.3875
,,,,,,,,61.0128,6.3875
,,,,,,,,61.0128,6.4
,,,,,,,,61.0128,6.425
,,,,,,,,61.0128,6.4375
,,,,,,,,64.6988,6.4375
,,,,,,,,64.6988,6.45
,,,,,,,,64.6988,6.475
,,,,,,,,64.6988,6.4875
,,,,,,,,67.9433,6.4875
,,,,,,,,67.9433,6.5
,,,,,,,,67.9433,6.525
,,,,,,,,67.9433,6.5375
,,,,,,,,70.7704,6.5375
,,,,,,,,70.7704,6.55
,,,,,,,,70.7704,6.575
,,,,,,,,70.7704,6.5875
,,,,,,,,73.2046,6.5875
,,,,,,,,73.2046,6.6
,,,,,,,,73.2046,6.625
,,,,,,,,73.2046,6.6375
,,,,,,,,75.2703,6.6375
,,,,,,,,75.2703,6.65
,,,,,,,,75.2703,6.675
,,,,,,,,75.2703,6.6875
,,,,,,,,76.9918,6.6875
,,,,,,,,76.9918,6.7
,,,,,,,,76.9918,6.725
,,,,,,,,76.9918,6.7375
,,,,,,,,78.3931,6.7375
,,,,,,,,78.3931,6.75
,,,,,,,,78.3931,6.775
,,,,,,,,78.3931,6.7875
,,,,,,,,79.4979,6.7875
,,,,,,,,79.4979,6.8
,,,,,,,,79.4979,6.825
,,,,,,,,79.4979,6.8375
,,,,,,,,80.3294,6.8375
,,,,,,,,80.3294,6.85
,,,,,,,,80.3294,6.875
,,,,,,,,80.3294,6.8875
,,,,,,,,80.9101,6.8875
,,,,,,,,80.9101,6.9
,,,,,,,,80.9101,6.925
,,,,,,,,80.9101,6.9375
,,,,,,,,81.2618,6.9375
,,,,,,,,81.2618,6.95
,,,,,,,,81.2618,6.975
,,,,,,,,81.2618,6.9875
,,,,,,,,81.4058,6.9875
,,,,,,,,81.4058,7
,,,,,,,,81.4058,7.025
,,,,,,,,81.4058,7.0375
,,,,,,,,81.3621,7.0375
,,,,,,,,81.3621,7.05
,,,,,,,,81.3621,7.075
,,,,,,,,81.3621,7.0875
,,,,,,,,81.1503,7.0875
,,,,,,,,81.1503,7.1
,,,,,,,,81.1503,7.125
,,,,,,,,81.1503,7.1375
,,,,,,,,80.7889,7.1375
,,,,,,,,80.7889,7.15
,,,,,,,,80.7889,7.175
,,,,,,,,80.7889,7.1875
,,,,,,,,80.2955,7.1875
,,,,,,,,80.2955,7.2
,,,,,,,,80.2955,7.225
,,,,,,,,80.2955,7.2375
,,,,,,,,79.6866,7.2375
,,,,,,,,79.6866,7.25
,,,,,,,,79.6866,7.275
,,,,,,,,79.6866,7.2875
,,,,,,,,78.9781,7.2875
,,,,,,,,78.9781,7.3
,,,,,,,,78.9781,7.325
,,,,,,,,78.9781,7.3375
,,,,,,,,78.1846,7.3375
,,,,,,,,78.1846,7.35
,,,,,,,,78.1846,7.375
,,,,,,,,78.1846,7.3875
,,,,,,,,77.3199,7.3875
,,,,,,,,77.3199,7.4
,,,,,,,,77.3199,7.425
,,,,,,,,77.3199,7.4375
,,,,,,,,76.3968,7.4375
,,,,,,,,76.3968,7.45
,,,,,,,,76.3968,7.475
,,,,,,,,76.3968,7.4875
,,,,,,,,75.4272,7.4875
,,,,,,,,75.4272,7.5
,,,,,,,,75.4272,7.525
,,,,,,,,75.4272,7.5375
,,,,,,,,74.422,7.5375
,,,,,,,,74.422,7.55
,,,,,,,,74.422,7.575
,,,,,,,,74.422,7.5875
,,,,,,,,73.3914,7.5875
,,,,,,,,73.3914,7.6
,,,,,,,,73.3914,7.625
,,,,,,,,73.3914,7.6375
,,,,,,,,72.3445,7.6375
,,,,,,,,72.3445,7.65
,,,,,,,,72.3445,7.675
,,,,,,,,72.3445,7.6875
,,,,,,,,71.2897,7.6875
,,,,,,,,71.2897,7.7
,,,,,,,,71.2897,7.725
,,,,,,,,71.2897,7.7375
,,,,,,,,70.2346,7.7375
,,,,,,,,70.2346,7.75
,,,,,,,,70.2346,7.775
,,,,,,,,70.2346,7.7875
,,,,,,,,69.186,7.7875
,,,,,,,,69.186,7.8
,,,,,,,,69.186,7.825
,,,,,,,,69.186,7.8375
,,,,,,,,68.1498,7.8375
,,,,,,,,68.1498,7.85
,,,,,,,,68.1498,7.875
,,,,,,,,68.1498,7.8875
,,,,,,,,67.1316,7.8875
,,,,,,,,67.1316,7.9
,,,,,,,,67.1316,7.925
,,,,,,,,67.1316,7.9375
,,,,,,,,66.136,7.9375
,,,,,,,,66.136,7.95
,,,,,,,,66.136,7.975
,,,,,,,,66.136,7.9875
,,,,,,,,65.167,7.9875
,,,,,,,,65.167,8
,,,,,,,,65.167,8.025
,,,,,,,,65.167,8.0375
,,,,,,,,64.2281,8.0375
,,,,,,,,64.2281,8.05
,,,,,,,,64.2281,8.075
,,,,,,,,64.2281,8.0875
,,,,,,,,63.3222,8.0875
,,,,,,,,63.3222,8.1
,,,,,,,,63.3222,8.125
,,,,,,,,63.3222,8.1375
,,,,,,,,62.4519,8.1375
,,,,,,,,62.4519,8.15
,,,,,,,,62.4519,8.175
,,,,,,,,62.4519,8.1875
,,,,,,,,61.6189,8.1875
,,,,,,,,61.6189,8.2
,,,,,,,,61.6189,8.225
,,,,,,,,61.6189,8.2375
,,,,,,,,60.8248,8.2375
,,,,,,,,60.8248,8.25
,,,,,,,,60.8248,8.275
,,,,,,,,60.8248,8.2875
,,,,,,,,60.0708,8.2875
,,,,,,,,60.0708,8.3
,,,,,,,,60.0708,8.325
,,,,,,,,60.0708,8.3375
,,,,,,,,59.3574,8.3375
,,,,,,,,59.3574,8.35
,,,,,,,,59.3574,8.375
,,,,,,,,59.3574,8.3875
,,,,,,,,58.6852,8.3875
,,,,,,,,58.6852,8.4
,,,,,,,,58.6852,8.425
,,,,,,,,58.6852,8.4375
,,,,,,,,58.0541,8.4375
,,,,,,,,58.0541,8.45
,,,,,,,,58.0541,8.475
,,,,,,,,58.0541,8.4875
,,,,,,,,57.4641,8.4875
,,,,,,,,57.4641,8.5
,,,,,,,,57.4641,8.525
,,,,,,,,57.4641,8.5375
,,,,,,,,56.9146,8.5375
,,,,,,,,56.9146,8.55
,,,,,,,,56.9146,8.575
,,,,,,,,56.9146,8.5875
,,,,,,,,56.405,8.5875
,,,,,,,,56.405,8.6
,,,,,,,,56.405,8.625
,,,,,,,,56.405,8.6375
,,,,,,,,55.9345,8.6375
,,,,,,,,55.9345,8.65
,,,,,,,,55.9345,8.675
,,,,,,,,55.9345,8.6875
,,,,,,,,55.5021,8.6875
,,,,,,,,55.5021,8.7
,,,,,,,,55.5021,8.725
,,,,,,,,55.5021,8.7375
,,,,,,,,55.1065,8.7375
,,,,,,,,55.1065,8.75
,,,,,,,,55.1065,8.775
,,,,,,,,55.1065,8.7875
,,,,,,,,54.7466,8.7875
,,,,,,,,54.7466,8.8
,,,,,,,,54.7466,8.825
,,,,,,,,54.7466,8.8375
,,,,,,,,54.4209,8.8375
,,,,,,,,54.4209,8.85
,,,,,,,,54.4209,8.875
,,,,,,,,54.4209,8.8875
,,,,,,,,54.128,8.8875
,,,,,,,,54.128,8.9
,,,,,,,,54.128,8.925
,,,,,,,,54.128,8.9375
,,,,,,,,53.8664,8.9375
,,,,,,,,53.8664,8.95
,,,,,,,,53.8664,8.975
,,,,,,,,53.8664,8.9875
,,,,,,,,53.6346,8.9875
,,,,,,,,53.6346,9
,,,,,,,,53.6346,9.025
,,,,,,,,53.6346,9.0375
,,,,,,,,53.4308,9.0375
,,,,,,,,53.4308,9.05
,,,,,,,,53.4308,9.075
,,,,,,,,53.4308,9.0875
,,,,,,,,53.2536,9.0875
,,,,,,,,53.2536,9.1
,,,,,,,,53.2536,9.125
,,,,,,,,53.2536,9.1375
,,,,,,,,53.1012,9.1375
,,,,,,,,53.1012,9.15
,,,,,,,,53.1012,9.175
,,,,,,,,53.1012,9.1875
,,,,,,,,52.9721,9.1875
,,,,,,,,52.9721,9.2
,,,,,,,,52.9721,9.225
,,,,,,,,52.9721,9.2375
,,,,,,,,52.8647,9.2375
,,,,,,,,52.8647,9.25
,,,,,,,,52.8647,9.275
,,,,,,,,52.8647,9.2875
,,,,,,,,52.7774,9.2875
,,,,,,,,52.7774,9.3
,,,,,,,,52.7774,9.325
,,,,,,,,52.7774,9.3375
,,,,,,,,52.7087,9.3375
,,,,,,,,52.7087,9.35
,,,,,,,,52.7087,9.375
,,,,,,,,52.7087,9.3875
,,,,,,,,52.657,9.3875
,,,,,,,,52.657,9.4
,,,,,,,,52.657,9.425
,,,,,,,,52.657,9.4375
,,,,,,,,52.6209,9.4375
,,,,,,,,52.6209,9.45
,,,,,,,,52.6209,9.475
,,,,,,,,52.6209,9.4875
,,,,,,,,52.5989,9.4875
,,,,,,,,52.5989,9.5
,,,,,,,,52.5989,9.525
,,,,,,,,52.5989,9.5375
,,,,,,,,52.5898,9.5375
,,,,,,,,52.5898,9.55
,,,,,,,,52.5898,9.575
,,,,,,,,52.5898,9.5875
,,,,,,,,52.5921,9.5875
,,,,,,,,52.5921,9.6
,,,,,,,,52.5921,9.625
,,,,,,,,52.5921,9.6375
,,,,,,,,52.6048,9.6375
,,,,,,,,52.6048,9.65
,,,,,,,,52.6048,9.675
,,,,,,,,52.6048,9.6875
,,,,,,,,52.6265,9.6875
,,,,,,,,52.6265,9.7
,,,,,,,,52.6265,9.725
,,,,,,,,52.6265,9.7375
,,,,,,,,52.6562,9.7375
,,,,,,,,52.6562,9.75
,,,,,,,,52.6562,9.775
,,,,,,,,52.6562,9.7875
,,,,,,,,52.6927,9.7875
,,,,,,,,52.6927,9.8
,,,,,,,,52.6927,9.825
,,,,,,,,52.6927,9.8375
,,,,,,,,52.7352,9.8375
,,,,,,,,52.7352,9.85
,,,,,,,,52.7352,9.875
,,,,,,,,52.7352,9.8875
,,,,,,,,52.7827,9.8875
,,,,,,,,52.7827,9.9
,,,,,,,,52.7827,9.925
,,,,,,,,52.7827,9.9375
,,,,,,,,52.8342,9.9375
,,,,,,,,52.8342,9.95
,,,,,,,,52.8342,9.975
,,,,,,,,52.8342,9.9875
,,,,,,,,52.8891,9.9875
,,,,,,,,52.8891,10
m_value,M_value,L_value,g_value,d_value,b_value,theta_cmd,theta_0,F_value,t0
1,1000,4,-10,1,1,0,2,,
,,,,,,,,0,0
,,,,,,,,0,0
,,,,,,,,0,0.025
,,,,,,,,0,0.0375
,,,,,,,,-41738.5,0.0375
,,,,,,,,-41738.5,0.05
,,,,,,,,-41738.5,0.075
,,,,,,,,-41738.5,0.0875
,,,,,,,,-40742.3,0.0875
,,,,,,,,-40742.3,0.1
,,,,,,,,-40742.3,0.125
,,,,,,,,-40742.3,0.1375
,,,,,,,,-38390.3,0.1375
,,,,,,,,-38390.3,0.15
,,,,,,,,-38390.3,0.175
,,,,,,,,-38390.3,0.1875
,,,,,,,,-35993.5,0.1875
,,,,,,,,-35993.5,0.2
,,,,,,,,-35993.5,0.225
,,,,,,,,-35993.5,0.2375
,,,,,,,,-33608.1,0.2375
,,,,,,,,-33608.1,0.25
,,,,,,,,-33608.1,0.275
,,,,,,,,-33608.1,0.2875
,,,,,,,,-31249.5,0.2875
,,,,,,,,-31249.5,0.3
,,,,,,,,-31249.5,0.325
,,,,,,,,-31249.5,0.3375
,,,,,,,,-28930.1,0.3375
,,,,,,,,-28930.1,0.35
,,,,,,,,-28930.1,0.375
,,,,,,,,-28930.1,0.3875
,,,,,,,,-26661.1,0.3875
,,,,,,,,-26661.1,0.4
,,,,,,,,-26661.1,0.425
,,,,,,,,-26661.1,0.4375
,,,,,,,,-24451.8,0.4375
,,,,,,,,-24451.8,0.45
,,,,,,,,-24451.8,0.475
,,,,,,,,-24451.8,0.4875
,,,,,,,,-22310.4,0.4875
