m_value,M_value,L_value,g_value,d_value,b_value,theta_cmd,theta_0,F_value,t0
,,,,,,,,-22310.4,0.5
,,,,,,,,-22310.4,0.525
,,,,,,,,-22310.4,0.5375
,,,,,,,,-20243.8,0.5375
,,,,,,,,-20243.8,0.55
,,,,,,,,-20243.8,0.575
,,,,,,,,-20243.8,0.5875
,,,,,,,,-18257.7,0.5875
,,,,,,,,-18257.7,0.6
,,,,,,,,-18257.7,0.625
,,,,,,,,-18257.7,0.6375
,,,,,,,,-16356.6,0.6375
,,,,,,,,-16356.6,0.65
,,,,,,,,-16356.6,0.675
,,,,,,,,-16356.6,0.6875
,,,,,,,,-14544.3,0.6875
,,,,,,,,-14544.3,0.7
,,,,,,,,-14544.3,0.725
,,,,,,,,-14544.3,0.7375
,,,,,,,,-12823.2,0.7375
,,,,,,,,-12823.2,0.75
,,,,,,,,-12823.2,0.775
,,,,,,,,-12823.2,0.7875
,,,,,,,,-11195.1,0.7875
,,,,,,,,-11195.1,0.8
,,,,,,,,-11195.1,0.825
,,,,,,,,-11195.1,0.8375
,,,,,,,,-9661.1,0.8375
,,,,,,,,-9661.1,0.85
,,,,,,,,-9661.1,0.875
,,,,,,,,-9661.1,0.8875
,,,,,,,,-8221.42,0.8875
,,,,,,,,-8221.42,0.9
,,,,,,,,-8221.42,0.925
,,,,,,,,-8221.42,0.9375
,,,,,,,,-6875.72,0.9375
,,,,,,,,-6875.72,0.95
,,,,,,,,-6875.72,0.975
,,,,,,,,-6875.72,0.9875
,,,,,,,,-5623.06,0.9875
,,,,,,,,-5623.06,1
,,,,,,,,-5623.06,1.025
,,,,,,,,-5623.06,1.0375
,,,,,,,,-4462.01,1.0375
,,,,,,,,-4462.01,1.05
,,,,,,,,-4462.01,1.075
,,,,,,,,-4462.01,1.0875
,,,,,,,,-3390.71,1.0875
,,,,,,,,-3390.71,1.1
,,,,,,,,-3390.71,1.125
,,,,,,,,-3390.71,1.1375
,,,,,,,,-2406.88,1.1375
,,,,,,,,-2406.88,1.15
,,,,,,,,-2406.88,1.175
,,,,,,,,-2406.88,1.1875
,,,,,,,,-1507.92,1.1875
,,,,,,,,-1507.92,1.2
,,,,,,,,-1507.92,1.225
,,,,,,,,-1507.92,1.2375
,,,,,,,,-690.962,1.2375
,,,,,,,,-690.962,1.25
,,,,,,,,-690.962,1.275
,,,,,,,,-690.962,1.2875
,,,,,,,,47.1128,1.2875
,,,,,,,,47.1128,1.3
,,,,,,,,47.1128,1.325
,,,,,,,,47.1128,1.3375
,,,,,,,,709.61,1.3375
,,,,,,,,709.61,1.35
,,,,,,,,709.61,1.375
,,,,,,,,709.61,1.3875
,,,,,,,,1299.99,1.3875
,,,,,,,,1299.99,1.4
,,,,,,,,1299.99,1.425
,,,,,,,,1299.99,1.4375
,,,,,,,,1821.81,1.4375
,,,,,,,,1821.81,1.45
,,,,,,,,1821.81,1.475
,,,,,,,,1821.81,1.4875
,,,,,,,,2278.71,1.4875
,,,,,,,,2278.71,1.5
,,,,,,,,2278.71,1.525
,,,,,,,,2278.71,1.5375
,,,,,,,,2674.4,1.5375
,,,,,,,,2674.4,1.55
,,,,,,,,2674.4,1.575
,,,,,,,,2674.4,1.5875
,,,,,,,,3012.58,1.5875
,,,,,,,,3012.58,1.6
,,,,,,,,3012.58,1.625
,,,,,,,,3012.58,1.6375
,,,,,,,,3296.95,1.6375
,,,,,,,,3296.95,1.65
,,,,,,,,3296.95,1.675
,,,,,,,,3296.95,1.6875
,,,,,,,,3531.18,1.6875
,,,,,,,,3531.18,1.7
,,,,,,,,3531.18,1.725
,,,,,,,,3531.18,1.7375
,,,,,,,,3718.88,1.7375
,,,,,,,,3718.88,1.75
,,,,,,,,3718.88,1.775
,,,,,,,,3718.88,1.7875
,,,,,,,,3863.61,1.7875
,,,,,,,,3863.61,1.8
,,,,,,,,3863.61,1.825
,,,,,,,,3863.61,1.8375
,,,,,,,,3968.83,1.8375
,,,,,,,,3968.83,1.85
,,,,,,,,3968.83,1.875
,,,,,,,,3968.83,1.8875
,,,,,,,,4037.9,1.8875
,,,,,,,,4037.9,1.9
,,,,,,,,4037.9,1.925
,,,,,,,,4037.9,1.9375
,,,,,,,,4074.07,1.9375
,,,,,,,,4074.07,1.95
,,,,,,,,4074.07,1.975
,,,,,,,,4074.07,1.9875
,,,,,,,,4080.48,1.9875
,,,,,,,,4080.48,2
,,,,,,,,4080.48,2.025
,,,,,,,,4080.48,2.0375
,,,,,,,,4060.13,2.0375
,,,,,,,,4060.13,2.05
,,,,,,,,4060.13,2.075
,,,,,,,,4060.13,2.0875
,,,,,,,,4015.88,2.0875
,,,,,,,,4015.88,2.1
,,,,,,,,4015.88,2.125
,,,,,,,,4015.88,2.1375
,,,,,,,,3950.48,2.1375
,,,,,,,,3950.48,2.15
,,,,,,,,3950.48,2.175
,,,,,,,,3950.48,2.1875
,,,,,,,,3866.5,2.1875
,,,,,,,,3866.5,2.2
,,,,,,,,3866.5,2.225
,,,,,,,,3866.5,2.2375
,,,,,,,,3766.39,2.2375
,,,,,,,,3766.39,2.25
,,,,,,,,3766.39,2.275
,,,,,,,,3766.39,2.2875
,,,,,,,,3652.45,2.2875
,,,,,,,,3652.45,2.3
,,,,,,,,3652.45,2.325
,,,,,,,,3652.45,2.3375
,,,,,,,,3526.82,2.3375
,,,,,,,,3526.82,2.35
,,,,,,,,3526.82,2.375
,,,,,,,,3526.82,2.3875
,,,,,,,,3391.52,2.3875
,,,,,,,,3391.52,2.4
,,,,,,,,3391.52,2.425
,,,,,,,,3391.52,2.4375
,,,,,,,,3248.4,2.4375
,,,,,,,,3248.4,2.45
,,,,,,,,3248.4,2.475
,,,,,,,,3248.4,2.4875
,,,,,,,,3099.2,2.4875
,,,,,,,,3099.2,2.5
,,,,,,,,3099.2,2.525
,,,,,,,,3099.2,2.5375
,,,,,,,,2945.49,2.5375
,,,,,,,,2945.49,2.55
,,,,,,,,2945.49,2.575
,,,,,,,,2945.49,2.5875
,,,,,,,,2788.73,2.5875
,,,,,,,,2788.73,2.6
,,,,,,,,2788.73,2.625
,,,,,,,,2788.73,2.6375
,,,,,,,,2630.25,2.6375
,,,,,,,,2630.25,2.65
,,,,,,,,2630.25,2.675
,,,,,,,,2630.25,2.6875
,,,,,,,,2471.24,2.6875
,,,,,,,,2471.24,2.7
,,,,,,,,2471.24,2.725
,,,,,,,,2471.24,2.7375
,,,,,,,,2312.79,2.7375
,,,,,,,,2312.79,2.75
,,,,,,,,2312.79,2.775
,,,,,,,,2312.79,2.7875
,,,,,,,,2155.85,2.7875
,,,,,,,,2155.85,2.8
,,,,,,,,2155.85,2.825
,,,,,,,,2155.85,2.8375
,,,,,,,,2001.3,2.8375
,,,,,,,,2001.3,2.85
,,,,,,,,2001.3,2.875
,,,,,,,,2001.3,2.8875
,,,,,,,,1849.88,2.8875
,,,,,,,,1849.88,2.9
,,,,,,,,1849.88,2.925
,,,,,,,,1849.88,2.9375
,,,,,,,,1702.25,2.9375
,,,,,,,,1702.25,2.95
,,,,,,,,1702.25,2.975
,,,,,,,,1702.25,2.9875
,,,,,,,,1558.97,2.9875
,,,,,,,,1558.97,3
,,,,,,,,1558.97,3.025
,,,,,,,,1558.97,3.0375
,,,,,,,,1420.53,3.0375
,,,,,,,,1420.53,3.05
,,,,,,,,1420.53,3.075
,,,,,,,,1420.53,3.0875
,,,,,,,,1287.33,3.0875
,,,,,,,,1287.33,3.1
,,,,,,,,1287.33,3.125
,,,,,,,,1287.33,3.1375
,,,,,,,,1159.68,3.1375
,,,,,,,,1159.68,3.15
,,,,,,,,1159.68,3.175
,,,,,,,,1159.68,3.1875
,,,,,,,,1037.85,3.1875
,,,,,,,,1037.85,3.2
,,,,,,,,1037.85,3.225
,,,,,,,,1037.85,3.2375
,,,,,,,,922.026,3.2375
,,,,,,,,922.026,3.25
,,,,,,,,922.026,3.275
,,,,,,,,922.026,3.2875
,,,,,,,,812.34,3.2875
,,,,,,,,812.34,3.3
,,,,,,,,812.34,3.325
,,,,,,,,812.34,3.3375
,,,,,,,,708.873,3.3375
,,,,,,,,708.873,3.35
,,,,,,,,708.873,3.375
,,,,,,,,708.873,3.3875
,,,,,,,,611.657,3.3875
,,,,,,,,611.657,3.4
,,,,,,,,611.657,3.425
,,,,,,,,611.657,3.4375
,,,,,,,,520.681,3.4375
,,,,,,,,520.681,3.45
,,,,,,,,520.681,3.475
,,,,,,,,520.681,3.4875
,,,,,,,,435.892,3.4875
,,,,,,,,435.892,3.5
,,,,,,,,435.892,3.525
,,,,,,,,435.892,3.5375
,,,,,,,,357.207,3.5375
,,,,,,,,357.207,3.55
,,,,,,,,357.207,3.575
,,,,,,,,357.207,3.5875
,,,,,,,,284.507,3.5875
,,,,,,,,284.507,3.6
,,,,,,,,284.507,3.625
,,,,,,,,284.507,3.6375
,,,,,,,,217.651,3.6375
,,,,,,,,217.651,3.65
,,,,,,,,217.651,3.675
,,,,,,,,217.651,3.6875
,,,,,,,,156.471,3.6875
,,,,,,,,156.471,3.7
,,,,,,,,156.471,3.725
,,,,,,,,156.471,3.7375
,,,,,,,,100.783,3.7375
,,,,,,,,100.783,3.75
,,,,,,,,100.783,3.775
,,,,,,,,100.783,3.7875
,,,,,,,,50.3835,3.7875
,,,,,,,,50.3835,3.8
,,,,,,,,50.3835,3.825
,,,,,,,,50.3835,3.8375
,,,,,,,,5.05705,3.8375
,,,,,,,,5.05705,3.85
,,,,,,,,5.05705,3.875
,,,,,,,,5.05705,3.8875
,,,,,,,,-35.4228,3.8875
,,,,,,,,-35.4228,3.9
,,,,,,,,-35.4228,3.925
,,,,,,,,-35.4228,3.9375
,,,,,,,,-71.2905,3.9375
,,,,,,,,-71.2905,3.95
,,,,,,,,-71.2905,3.975
,,,,,,,,-71.2905,3.9875
,,,,,,,,-102.786,3.9875
,,,,,,,,-102.786,4
,,,,,,,,-102.786,4.025
,,,,,,,,-102.786,4.0375
,,,,,,,,-130.154,4.0375
,,,,,,,,-130.154,4.05
,,,,,,,,-130.154,4.075
,,,,,,,,-130.154,4.0875
,,,,,,,,-153.64,4.0875
,,,,,,,,-153.64,4.1
,,,,,,,,-153.64,4.125
,,,,,,,,-153.64,4.1375
,,,,,,,,-173.49,4.1375
,,,,,,,,-173.49,4.15
,,,,,,,,-173.49,4.175
,,,,,,,,-173.49,4.1875
,,,,,,,,-189.947,4.1875
,,,,,,,,-189.947,4.2
,,,,,,,,-189.947,4.225
,,,,,,,,-189.947,4.2375
,,,,,,,,-203.252,4.2375
,,,,,,,,-203.252,4.25
,,,,,,,,-203.252,4.275
,,,,,,,,-203.252,4.2875
,,,,,,,,-213.642,4.2875
,,,,,,,,-213.642,4.3
,,,,,,,,-213.642,4.325
,,,,,,,,-213.642,4.3375
,,,,,,,,-221.348,4.3375
,,,,,,,,-221.348,4.35
,,,,,,,,-221.348,4.375
,,,,,,,,-221.348,4.3875
,,,,,,,,-226.595,4.3875
,,,,,,,,-226.595,4.4
,,,,,,,,-226.595,4.425
,,,,,,,,-226.595,4.4375
,,,,,,,,-229.6,4.4375
,,,,,,,,-229.6,4.45
,,,,,,,,-229.6,4.475
,,,,,,,,-229.6,4.4875
,,,,,,,,-230.575,4.4875
,,,,,,,,-230.575,4.5
,,,,,,,,-230.575,4.525
,,,,,,,,-230.575,4.5375
,,,,,,,,-229.719,4.5375
,,,,,,,,-229.719,4.55
,,,,,,,,-229.719,4.575
,,,,,,,,-229.719,4.5875
,,,,,,,,-227.227,4.5875
,,,,,,,,-227.227,4.6
,,,,,,,,-227.227,4.625
,,,,,,,,-227.227,4.6375
,,,,,,,,-223.281,4.6375
,,,,,,,,-223.281,4.65
,,,,,,,,-223.281,4.675
,,,,,,,,-223.281,4.6875
,,,,,,,,-218.056,4.6875
,,,,,,,,-218.056,4.7
,,,,,,,,-218.056,4.725
,,,,,,,,-218.056,4.7375
,,,,,,,,-211.717,4.7375
,,,,,,,,-211.717,4.75
,,,,,,,,-211.717,4.775
,,,,,,,,-211.717,4.7875
,,,,,,,,-204.418,4.7875
,,,,,,,,-204.418,4.8
,,,,,,,,-204.418,4.825
,,,,,,,,-204.418,4.8375
,,,,,,,,-196.305,4.8375
,,,,,,,,-196.305,4.85
,,,,,,,,-196.305,4.875
,,,,,,,,-196.305,4.8875
,,,,,,,,-187.514,4.8875
,,,,,,,,-187.514,4.9
,,,,,,,,-187.514,4.925
,,,,,,,,-187.514,4.9375
,,,,,,,,-178.17,4.9375
,,,,,,,,-178.17,4.95
,,,,,,,,-178.17,4.975
,,,,,,,,-178.17,4.9875
,,,,,,,,-168.391,4.9875
,,,,,,,,-168.391,5
,,,,,,,,-168.391,5.025
,,,,,,,,-168.391,5.0375
,,,,,,,,-158.285,5.0375
,,,,,,,,-158.285,5.05
,,,,,,,,-158.285,5.075
,,,,,,,,-158.285,5.0875
,,,,,,,,-147.949,5.0875
,,,,,,,,-147.949,5.1
,,,,,,,,-147.949,5.125
,,,,,,,,-147.949,5.1375
,,,,,,,,-137.475,5.1375
,,,,,,,,-137.475,5.15
,,,,,,,,-137.475,5.175
,,,,,,,,-137.475,5.1875
,,,,,,,,-126.944,5.1875
,,,,,,,,-126.944,5.2
,,,,,,,,-126.944,5.225
,,,,,,,,-126.944,5.2375
,,,,,,,,-116.43,5.2375
,,,,,,,,-116.43,5.25
,,,,,,,,-116.43,5.275
,,,,,,,,-116.43,5.2875
,,,,,,,,-106,5.2875
,,,,,,,,-106,5.3
,,,,,,,,-106,5.325
,,,,,,,,-106,5.3375
,,,,,,,,-95.7115,5.3375
,,,,,,,,-95.7115,5.35
,,,,,,,,-95.7115,5.375
,,,,,,,,-95.7115,5.3875
,,,,,,,,-85.6171,5.3875
,,,,,,,,-85.6171,5.4
,,,,,,,,-85.6171,5.425
,,,,,,,,-85.6171,5.4375
,,,,,,,,-75.7621,5.4375
,,,,,,,,-75.7621,5.45
,,,,,,,,-75.7621,5.475
,,,,,,,,-75.7621,5.4875
,,,,,,,,-66.1857,5.4875
,,,,,,,,-66.1857,5.5
,,,,,,,,-66.1857,5.525
,,,,,,,,-66.1857,5.5375
,,,,,,,,-56.9212,5.5375
,,,,,,,,-56.9212,5.55
,,,,,,,,-56.9212,5.575
,,,,,,,,-56.9212,5.5875
,,,,,,,,-47.9967,5.5875
,,,,,,,,-47.9967,5.6
,,,,,,,,-47.9967,5.625
,,,,,,,,-47.9967,5.6375
,,,,,,,,-39.4348,5.6375
,,,,,,,,-39.4348,5.65
,,,,,,,,-39.4348,5.675
,,,,,,,,-39.4348,5.6875
,,,,,,,,-31.254,5.6875
,,,,,,,,-31.254,5.7
,,,,,,,,-31.254,5.725
,,,,,,,,-31.254,5.7375
,,,,,,,,-23.468,5.7375
,,,,,,,,-23.468,5.75
,,,,,,,,-23.468,5.775
,,,,,,,,-23.468,5.7875
,,,,,,,,-16.0868,5.7875
,,,,,,,,-16.0868,5.8
,,,,,,,,-16.0868,5.825
,,,,,,,,-16.0868,5.8375
,,,,,,,,-9.11656,5.8375
,,,,,,,,-9.11656,5.85
,,,,,,,,-9.11656,5.875
,,,,,,,,-9.11656,5.8875
,,,,,,,,-2.56041,5.8875
,,,,,,,,-2.56041,5.9
,,,,,,,,-2.56041,5.925
,,,,,,,,-2.56041,5.9375
,,,,,,,,3.58172,5.9375
,,,,,,,,3.58172,5.95
,,,,,,,,3.58172,5.975
,,,,,,,,3.58172,5.9875
,,,,,,,,9.31247,5.9875
,,,,,,,,9.31247,6
,,,,,,,,9.31247,6.025
,,,,,,,,9.31247,6.0375
,,,,,,,,14.6369,6.0375
,,,,,,,,14.6369,6.05
,,,,,,,,14.6369,6.075
,,,,,,,,14.6369,6.0875
,,,,,,,,19.5622,6.0875
,,,,,,,,19.5622,6.1
,,,,,,,,19.5622,6.125
,,,,,,,,19.5622,6.1375
,,,,,,,,24.0973,6.1375
,,,,,,,,24.0973,6.15
,,,,,,,,24.0973,6.175
,,,,,,,,24.0973,6.1875
,,,,,,,,28.2528,6.1875
,,,,,,,,28.2528,6.2
,,,,,,,,28.2528,6.225
,,,,,,,,28.2528,6.2375
,,,,,,,,32.0408,6.2375
,,,,,,,,32.0408,6.25
,,,,,,,,32.0408,6.275
,,,,,,,,32.0408,6.2875
,,,,,,,,35.4743,6.2875
,,,,,,,,35.4743,6.3
,,,,,,,,35.4743,6.325
,,,,,,,,35.4743,6.3375
,,,,,,,,38.5673,6.3375
,,,,,,,,38.5673,6.35
,,,,,,,,38.5673,6.375
,,,,,,,,38.5673,6.3875
,,,,,,,,41.3348,6.3875
,,,,,,,,41.3348,6.4
,,,,,,,,41.3348,6.425
,,,,,,,,41.3348,6.4375
,,,,,,,,43.7921,6.4375
,,,,,,,,43.7921,6.45
,,,,,,,,43.7921,6.475
,,,,,,,,43.7921,6.4875
,,,,,,,,45.9551,6.4875
,,,,,,,,45.9551,6.5
,,,,,,,,45.9551,6.525
,,,,,,,,45.9551,6.5375
,,,,,,,,47.8398,6.5375
,,,,,,,,47.8398,6.55
,,,,,,,,47.8398,6.575
,,,,,,,,47.8398,6.5875
,,,,,,,,49.4625,6.5875
,,,,,,,,49.4625,6.6
,,,,,,,,49.4625,6.625
,,,,,,,,49.4625,6.6375
,,,,,,,,50.8396,6.6375
,,,,,,,,50.8396,6.65
,,,,,,,,50.8396,6.675
,,,,,,,,50.8396,6.6875
,,,,,,,,51.9872,6.6875
,,,,,,,,51.9872,6.7
,,,,,,,,51.9872,6.725
,,,,,,,,51.9872,6.7375
,,,,,,,,52.9214,6.7375
,,,,,,,,52.9214,6.75
,,,,,,,,52.9214,6.775
,,,,,,,,52.9214,6.7875
,,,,,,,,53.6579,6.7875
,,,,,,,,53.6579,6.8
,,,,,,,,53.6579,6.825
,,,,,,,,53.6579,6.8375
,,,,,,,,54.2121,6.8375
,,,,,,,,54.2121,6.85
,,,,,,,,54.2121,6.875
,,,,,,,,54.2121,6.8875
,,,,,,,,54.5992,6.8875
,,,,,,,,54.5992,6.9
,,,,,,,,54.5992,6.925
,,,,,,,,54.5992,6.9375
,,,,,,,,54.8336,6.9375
,,,,,,,,54.8336,6.95
,,,,,,,,54.8336,6.975
,,,,,,,,54.8336,6.9875
,,,,,,,,54.9295,6.9875
,,,,,,,,54.9295,7
,,,,,,,,54.9295,7.025
,,,,,,,,54.9295,7.0375
,,,,,,,,54.9003,7.0375
,,,,,,,,54.9003,7.05
,,,,,,,,54.9003,7.075
,,,,,,,,54.9003,7.0875
,,,,,,,,54.7591,7.0875
,,,,,,,,54.7591,7.1
,,,,,,,,54.7591,7.125
,,,,,,,,54.7591,7.1375
,,,,,,,,54.518,7.1375
,,,,,,,,54.518,7.15
,,,,,,,,54.518,7.175
,,,,,,,,54.518,7.1875
,,,,,,,,54.189,7.1875
,,,,,,,,54.189,7.2
,,,,,,,,54.189,7.225
,,,,,,,,54.189,7.2375
,,,,,,,,53.7831,7.2375
,,,,,,,,53.7831,7.25
,,,,,,,,53.7831,7.275
,,,,,,,,53.7831,7.2875
,,,,,,,,53.3106,7.2875
,,,,,,,,53.3106,7.3
,,,,,,,,53.3106,7.325
,,,,,,,,53.3106,7.3375
,,,,,,,,52.7816,7.3375
,,,,,,,,52.7816,7.35
,,,,,,,,52.7816,7.375
,,,,,,,,52.7816,7.3875
,,,,,,,,52.205,7.3875
,,,,,,,,52.205,7.4
,,,,,,,,52.205,7.425
,,,,,,,,52.205,7.4375
,,,,,,,,51.5895,7.4375
,,,,,,,,51.5895,7.45
,,,,,,,,51.5895,7.475
,,,,,,,,51.5895,7.4875
,,,,,,,,50.943,7.4875
,,,,,,,,50.943,7.5
,,,,,,,,50.943,7.525
,,,,,,,,50.943,7.5375
,,,,,,,,50.2728,7.5375
,,,,,,,,50.2728,7.55
,,,,,,,,50.2728,7.575
,,,,,,,,50.2728,7.5875
,,,,,,,,49.5857,7.5875
,,,,,,,,49.5857,7.6
,,,,,,,,49.5857,7.625
,,,,,,,,49.5857,7.6375
,,,,,,,,48.8877,7.6375
,,,,,,,,48.8877,7.65
,,,,,,,,48.8877,7.675
,,,,,,,,48.8877,7.6875
,,,,,,,,48.1844,7.6875
,,,,,,,,48.1844,7.7
,,,,,,,,48.1844,7.725
,,,,,,,,48.1844,7.7375
,,,,,,,,47.4809,7.7375
,,,,,,,,47.4809,7.75
,,,,,,,,47.4809,7.775
,,,,,,,,47.4809,7.7875
,,,,,,,,46.7818,7.7875
,,,,,,,,46.7818,7.8
,,,,,,,,46.7818,7.825
,,,,,,,,46.7818,7.8375
,,,,,,,,46.0909,7.8375
,,,,,,,,46.0909,7.85
,,,,,,,,46.0909,7.875
,,,,,,,,46.0909,7.8875
,,,,,,,,45.412,7.8875
,,,,,,,,45.412,7.9
,,,,,,,,45.412,7.925
,,,,,,,,45.412,7.9375
,,,,,,,,44.7482,7.9375
,,,,,,,,44.7482,7.95
,,,,,,,,44.7482,7.975
,,,,,,,,44.7482,7.9875
,,,,,,,,44.1021,7.9875
,,,,,,,,44.1021,8
,,,,,,,,44.1021,8.025
,,,,,,,,44.1021,8.0375
,,,,,,,,43.4761,8.0375
,,,,,,,,43.4761,8.05
,,,,,,,,43.4761,8.075
,,,,,,,,43.4761,8.0875
,,,,,,,,42.8721,8.0875
,,,,,,,,42.8721,8.1
,,,,,,,,42.8721,8.125
,,,,,,,,42.8721,8.1375
,,,,,,,,42.2918,8.1375
,,,,,,,,42.2918,8.15
,,,,,,,,42.2918,8.175
,,,,,,,,42.2918,8.1875
,,,,,,,,41.7364,8.1875
,,,,,,,,41.7364,8.2
,,,,,,,,41.7364,8.225
,,,,,,,,41.7364,8.2375
,,,,,,,,41.207,8.2375
,,,,,,,,41.207,8.25
,,,,,,,,41.207,8.275
,,,,,,,,41.207,8.2875
,,,,,,,,40.7042,8.2875
,,,,,,,,40.7042,8.3
,,,,,,,,40.7042,8.325
,,,,,,,,40.7042,8.3375
,,,,,,,,40.2286,8.3375
,,,,,,,,40.2286,8.35
,,,,,,,,40.2286,8.375
,,,,,,,,40.2286,8.3875
,,,,,,,,39.7803,8.3875
,,,,,,,,39.7803,8.4
,,,,,,,,39.7803,8.425
,,,,,,,,39.7803,8.4375
,,,,,,,,39.3596,8.4375
,,,,,,,,39.3596,8.45
,,,,,,,,39.3596,8.475
,,,,,,,,39.3596,8.4875
,,,,,,,,38.9661,8.4875
,,,,,,,,38.9661,8.5
,,,,,,,,38.9661,8.525
,,,,,,,,38.9661,8.5375
,,,,,,,,38.5998,8.5375
,,,,,,,,38.5998,8.55
,,,,,,,,38.5998,8.575
,,,,,,,,38.5998,8.5875
,,,,,,,,38.26,8.5875
,,,,,,,,38.26,8.6
,,,,,,,,38.26,8.625
,,,,,,,,38.26,8.6375
,,,,,,,,37.9462,8.6375
,,,,,,,,37.9462,8.65
,,,,,,,,37.9462,8.675
,,,,,,,,37.9462,8.6875
,,,,,,,,37.6579,8.6875
,,,,,,,,37.6579,8.7
,,,,,,,,37.6579,8.725
,,,,,,,,37.6579,8.7375
,,,,,,,,37.3941,8.7375
,,,,,,,,37.3941,8.75
,,,,,,,,37.3941,8.775
,,,,,,,,37.3941,8.7875
,,,,,,,,37.1541,8.7875
,,,,,,,,37.1541,8.8
,,,,,,,,37.1541,8.825
,,,,,,,,37.1541,8.8375
,,,,,,,,36.9369,8.8375
,,,,,,,,36.9369,8.85
,,,,,,,,36.9369,8.875
,,,,,,,,36.9369,8.8875
,,,,,,,,36.7416,8.8875
,,,,,,,,36.7416,8.9
,,,,,,,,36.7416,8.925
,,,,,,,,36.7416,8.9375
,,,,,,,,36.5671,8.9375
,,,,,,,,36.5671,8.95
,,,,,,,,36.5671,8.975
,,,,,,,,36.5671,8.9875
,,,,,,,,36.4124,8.9875
,,,,,,,,36.4124,9
,,,,,,,,36.4124,9.025
,,,,,,,,36.4124,9.0375
,,,,,,,,36.2765,9.0375
,,,,,,,,36.2765,9.05
,,,,,,,,36.2765,9.075
,,,,,,,,36.2765,9.0875
,,,,,,,,36.1583,9.0875
,,,,,,,,36.1583,9.1
,,,,,,,,36.1583,9.125
,,,,,,,,36.1583,9.1375
,,,,,,,,36.0567,9.1375
,,,,,,,,36.0567,9.15
,,,,,,,,36.0567,9.175
,,,,,,,,36.0567,9.1875
,,,,,,,,35.9706,9.1875
,,,,,,,,35.9706,9.2
,,,,,,,,35.9706,9.225
,,,,,,,,35.9706,9.2375
,,,,,,,,35.8989,9.2375
,,,,,,,,35.8989,9.25
,,,,,,,,35.8989,9.275
,,,,,,,,35.8989,9.2875
,,,,,,,,35.8406,9.2875
,,,,,,,,35.8406,9.3
,,,,,,,,35.8406,9.325
,,,,,,,,35.8406,9.3375
,,,,,,,,35.7947,9.3375
,,,,,,,,35.7947,9.35
,,,,,,,,35.7947,9.375
,,,,,,,,35.7947,9.3875
,,,,,,,,35.7602,9.3875
,,,,,,,,35.7602,9.4
,,,,,,,,35.7602,9.425
,,,,,,,,35.7602,9.4375
,,,,,,,,35.736,9.4375
,,,,,,,,35.736,9.45
,,,,,,,,35.736,9.475
,,,,,,,,35.736,9.4875
,,,,,,,,35.7213,9.4875
,,,,,,,,35.7213,9.5
,,,,,,,,35.7213,9.525
,,,,,,,,35.7213,9.5375
,,,,,,,,35.7152,9.5375
,,,,,,,,35.7152,9.55
,,,,,,,,35.7152,9.575
,,,,,,,,35.7152,9.5875
,,,,,,,,35.7167,9.5875
,,,,,,,,35.7167,9.6
,,,,,,,,35.7167,9.625
,,,,,,,,35.7167,9.6375
,,,,,,,,35.7251,9.6375
,,,,,,,,35.7251,9.65
,,,,,,,,35.7251,9.675
,,,,,,,,35.7251,9.6875
,,,,,,,,35.7395,9.6875
,,,,,,,,35.7395,9.7
,,,,,,,,35.7395,9.725
,,,,,,,,35.7395,9.7375
,,,,,,,,35.7592,9.7375
,,,,,,,,35.7592,9.75
,,,,,,,,35.7592,9.775
,,,,,,,,35.7592,9.7875
,,,,,,,,35.7835,9.7875
,,,,,,,,35.7835,9.8
,,,,,,,,35.7835,9.825
,,,,,,,,35.7835,9.8375
,,,,,,,,35.8118,9.8375
,,,,,,,,35.8118,9.85
,,,,,,,,35.8118,9.875
,,,,,,,,35.8118,9.8875
,,,,,,,,35.8433,9.8875
,,,,,,,,35.8433,9.9
,,,,,,,,35.8433,9.925
,,,,,,,,35.8433,9.9375
,,,,,,,,35.8776,9.9375
,,,,,,,,35.8776,9.95
,,,,,,,,35.8776,9.975
,,,,,,,,35.8776,9.9875
,,,,,,,,35.9142,9.9875
,,,,,,,,35.9142,10
m_value,M_value,L_value,g_value,d_value,b_value,theta_cmd,theta_0,F_value,t0
1,1000,4,-10,1,1,0,1.5,,
,,,,,,,,0,0
,,,,,,,,0,0
,,,,,,,,0,0.025
,,,,,,,,0,0.0375
,,,,,,,,-31303.8,0.0375
,,,,,,,,-31303.8,0.05
,,,,,,,,-31303.8,0.075
,,,,,,,,-31303.8,0.0875
,,,,,,,,-30556.7,0.0875
,,,,,,,,-30556.7,0.1
,,,,,,,,-30556.7,0.125
,,,,,,,,-30556.7,0.1375
,,,,,,,,-28792.7,0.1375
,,,,,,,,-28792.7,0.15
,,,,,,,,-28792.7,0.175
,,,,,,,,-28792.7,0.1875
,,,,,,,,-26995,0.1875
,,,,,,,,-26995,0.2
,,,,,,,,-26995,0.225
,,,,,,,,-26995,0.2375
,,,,,,,,-25205.9,0.2375
,,,,,,,,-25205.9,0.25
,,,,,,,,-25205.9,0.275
,,,,,,,,-25205.9,0.2875
,,,,,,,,-23436.9,0.2875
,,,,,,,,-23436.9,0.3
,,,,,,,,-23436.9,0.325
,,,,,,,,-23436.9,0.3375
,,,,,,,,-21697.4,0.3375
,,,,,,,,-21697.4,0.35
,,,,,,,,-21697.4,0.375
,,,,,,,,-21697.4,0.3875
